country,year,fertility,gdp_capita,life_expectancy,population
Cyprus,1953,3.66,3980,65.9,513000
Czech Republic,1953,2.66,7370,67.4,9210000
Denmark,1953,2.6,13100,71.0,4380000
Djibouti,1953,6.31,3350,47.8,66300
Dominican Republic,1953,7.63,2610,51.3,2600000
Ecuador,1953,6.74,3680,52.7,3750000
Egypt,1953,6.71,2380,40.9,22000000
El Salvador,1953,6.37,3570,47.7,2330000
Equatorial Guinea,1953,5.6,970,37.9,236000
Eritrea,1953,6.98,864,37.5,865000
Estonia,1953,2.05,5210,63.5,1140000
Eswatini,1953,6.7,974,43.9,291000
Ethiopia,1953,7.12,553,34.3,19200000
Fiji,1953,6.73,2670,57.5,314000
Finland,1953,2.96,7530,66.5,4140000
France,1953,2.72,9350,67.5,42700000
Gabon,1953,5.04,3450,41.2,481000
Gambia,1953,5.3,1210,40.9,318000
Georgia,1953,2.92,2900,58.8,3630000
Germany,1953,2.14,9910,67.8,70900000
Ghana,1953,6.46,1820,46.9,5410000
Greece,1953,2.41,4440,68.1,7880000
Grenada,1953,5.97,1670,58.2,78200
Guatemala,1953,7.04,3100,40.5,3410000
Guinea,1953,6.01,743,39.5,3140000
Guinea-Bissau,1953,6.17,703,36.7,560000
Guyana,1953,5.97,3750,59.3,448000
Haiti,1953,6.3,2460,37.1,3390000
Honduras,1953,7.51,2580,46.1,1680000
Hungary,1953,2.67,6780,63.8,9690000
Iceland,1953,3.93,8200,72.3,151000
India,1953,5.9,874,36.9,396000000
Indonesia,1953,5.53,1600,39.7,73800000
Iran,1953,6.91,4420,44.0,18400000
Iraq,1953,7.07,14900,39.9,6220000
Ireland,1953,3.39,7580,68.1,2900000
Israel,1953,4.21,4330,65.6,1530000
Italy,1953,2.32,7860,66.6,47700000
Jamaica,1953,4.33,3290,59.8,1500000
Japan,1953,2.84,3890,63.8,86900000
Jordan,1953,7.32,3610,47.8,610000
Kazakhstan,1953,4.43,6430,56.7,7270000
Kenya,1953,7.51,1460,46.6,6600000
Kiribati,1953,6.19,2250,46.4,35000
Kuwait,1953,7.2,10100,56.0,168000
Kyrgyz Republic,1953,4.49,2710,52.6,1830000
Lao,1953,5.94,841,37.7,1810000
Latvia,1953,2.0,4550,63.3,1960000
Lebanon,1953,5.73,12000,61.9,1430000
Lesotho,1953,5.85,420,47.3,741000
Liberia,1953,6.28,1060,38.5,975000
Libya,1953,7.21,3290,41.3,1190000
Lithuania,1953,2.78,6650,65.1,2590000
Luxembourg,1953,2.01,12200,66.7,302000
Madagascar,1953,7.3,2040,40.5,4350000
Malawi,1953,6.82,506,38.4,3140000
Malaysia,1953,6.3,2670,55.0,6640000
Maldives,1953,6.15,1670,31.0,76500
Mali,1953,6.76,638,32.2,4860000
Malta,1953,4.12,1790,65.7,313000
Mauritania,1953,6.4,1140,42.0,700000
Mauritius,1953,5.84,2760,49.5,537000
Mexico,1953,6.74,4290,51.7,30500000
"Micronesia, Fed. Sts.",1953,7.17,1240,53.6,35700
Moldova,1953,3.51,2860,58.0,2490000
Mongolia,1953,5.61,2010,42.0,823000
Montenegro,1953,4.17,3840,61.4,422000
Morocco,1953,6.64,2400,47.5,9840000
Mozambique,1953,6.84,365,36.8,6280000
Myanmar,1953,5.99,535,33.7,18800000
Namibia,1953,6.01,4250,46.0,545000
Nepal,1953,5.97,850,40.5,9000000
Netherlands,1953,3.03,11800,71.8,10400000
New Zealand,1953,3.39,12900,70.2,2040000
Nicaragua,1953,7.3,4350,44.8,1410000
Niger,1953,7.14,1010,40.4,2800000
Nigeria,1953,6.35,2170,44.7,39700000
North Korea,1953,3.92,706,35.5,9960000
North Macedonia,1953,4.54,2470,57.1,1350000
Norway,1953,2.66,18000,73.0,3370000
Oman,1953,7.25,3940,35.9,477000
Pakistan,1953,6.6,1250,40.7,39100000
Palestine,1953,7.32,1240,51.1,949000
Panama,1953,5.79,2810,59.6,929000
Papua New Guinea,1953,6.24,987,39.0,2040000
Paraguay,1953,6.5,2440,65.7,1590000
Peru,1953,6.91,4350,40.4,8400000
Philippines,1953,7.09,2350,57.8,20700000
Poland,1953,3.65,5080,62.1,26300000
Portugal,1953,3.1,3980,61.2,8500000
Qatar,1953,6.97,3330,52.9,32100
Romania,1953,3.19,2230,61.2,17000000
Russia,1953,2.72,7120,59.0,108000000
Rwanda,1953,8.02,641,42.0,2380000
Samoa,1953,7.63,3080,54.5,89200
Sao Tome and Principe,1953,6.19,1400,48.4,58200
Saudi Arabia,1953,7.17,12800,49.8,3370000
Senegal,1953,6.72,1870,42.6,2670000
Serbia,1953,3.11,3720,59.8,7060000
Seychelles,1953,4.95,4770,58.5,38000
Sierra Leone,1953,5.91,994,36.2,2110000
Singapore,1953,6.66,3520,61.6,1180000
Slovak Republic,1953,3.48,6110,65.7,3660000
Slovenia,1953,2.59,3750,65.0,1500000
Solomon Islands,1953,6.4,990,45.9,96500
Somalia,1953,7.25,1070,39.9,2400000
South Africa,1953,6.29,6350,49.0,14500000
South Korea,1953,5.64,1480,45.6,20300000
South Sudan,1953,6.64,2030,36.6,2550000
Spain,1953,2.55,4810,65.5,28600000
Sri Lanka,1953,5.86,1890,54.4,8420000
St. Lucia,1953,6.19,2060,53.6,85400
St. Vincent and the Grenadines,1953,7.36,2350,51.3,70600
Sudan,1953,6.64,2040,45.1,6200000
Suriname,1953,6.55,5400,56.4,236000
Sweden,1953,2.27,12100,71.8,7180000
Switzerland,1953,2.3,23000,69.7,4840000
Syria,1953,7.24,2280,52.0,3690000
Tajikistan,1953,5.71,2770,51.8,1690000
Tanzania,1953,6.75,1210,45.6,8270000
Thailand,1953,6.14,1300,53.9,22400000
Timor-Leste,1953,6.42,709,34.0,428000
Togo,1953,6.33,1120,39.1,1450000
Tonga,1953,7.29,1430,60.9,52800
Trinidad and Tobago,1953,5.31,4660,59.0,695000
Tunisia,1953,6.7,2080,43.4,3840000
Turkey,1953,6.65,3410,43.5,23100000
Turkmenistan,1953,5.61,5140,51.1,1290000
Uganda,1953,6.9,1050,40.2,5600000
Ukraine,1953,2.85,4640,62.7,38900000
United Arab Emirates,1953,6.98,1230,45.8,72800
United Kingdom,1953,2.2,11500,69.8,50800000
United States,1953,3.37,16900,68.9,166000000
Uruguay,1953,2.74,7890,66.3,2310000
Uzbekistan,1953,5.63,2190,57.0,6860000
Vanuatu,1953,7.58,1350,45.7,51800
Venezuela,1953,6.43,10700,56.5,6230000
Vietnam,1953,5.52,1050,50.0,26600000
Yemen,1953,7.31,1470,26.2,4840000
Zambia,1953,6.73,2230,45.8,2500000
Zimbabwe,1953,6.81,1250,50.2,3020000
Afghanistan,1954,7.53,2580,35.0,8150000
Albania,1954,6.37,2000,56.1,1380000
Algeria,1954,7.41,5160,49.1,9560000
Angola,1954,7.2,3290,37.1,4940000
Antigua and Barbuda,1954,4.53,3820,60.4,48900
Argentina,1954,3.15,8750,62.6,18400000
Armenia,1954,4.48,2270,59.8,1510000
Australia,1954,3.2,14200,70.0,8970000
Austria,1954,2.16,7900,67.5,6940000
Azerbaijan,1954,5.32,4150,56.5,3230000
Bahamas,1954,4.12,13100,60.2,85800
Bahrain,1954,6.94,18900,45.6,128000
Bangladesh,1954,6.45,1130,41.4,41100000
Barbados,1954,4.36,3160,61.3,225000
Belarus,1954,2.68,3120,65.9,7700000
Belgium,1954,2.39,9890,68.7,8830000
Belize,1954,6.62,2210,57.6,77700
Benin,1954,5.94,1230,37.6,2290000
Bhutan,1954,6.67,888,38.2,193000
Bolivia,1954,6.77,3030,43.9,3270000
Bosnia and Herzegovina,1954,4.51,1430,56.5,2880000
Botswana,1954,6.52,831,49.0,455000
Brazil,1954,6.14,3280,53.0,60700000
Brunei,1954,6.66,65400,55.5,60100
Bulgaria,1954,2.43,3520,64.4,7500000
Burkina Faso,1954,6.15,551,35.4,4460000
Burundi,1954,6.79,598,40.6,2490000
Cambodia,1954,6.95,531,43.2,4910000
Cameroon,1954,5.47,1640,42.6,4620000
Canada,1954,3.78,13000,70.0,15200000
Cape Verde,1954,6.62,1510,54.0,196000
Central African Republic,1954,5.6,1420,37.7,1390000
Chad,1954,6.13,1090,42.4,2690000
Chile,1954,5.18,5440,56.0,7170000
China,1954,5.96,836,46.4,603000000
Colombia,1954,6.75,3740,55.9,13400000
Comoros,1954,6.22,794,43.4,173000
"Congo, Dem. Rep.",1954,5.97,1990,44.5,13200000
"Congo, Rep.",1954,5.7,2090,41.0,893000
Costa Rica,1954,6.4,3540,59.6,1070000
Cote d'Ivoire,1954,6.89,2660,37.4,2920000
Croatia,1954,2.63,4380,61.9,4000000
Cuba,1954,3.78,3800,61.8,6420000
Cyprus,1954,3.61,3990,66.3,521000
Czech Republic,1954,2.58,7530,67.9,9290000
Denmark,1954,2.54,13200,71.2,4410000
Djibouti,1954,6.32,3450,48.3,67900
Dominican Republic,1954,7.66,2670,52.3,2690000
Ecuador,1954,6.75,3880,53.4,3850000
Egypt,1954,6.72,2370,42.1,22600000
El Salvador,1954,6.43,3510,48.6,2380000
Equatorial Guinea,1954,5.6,1010,38.3,238000
Eritrea,1954,6.99,850,37.7,882000
Estonia,1954,2.04,5360,64.8,1150000
Eswatini,1954,6.69,1000,44.4,297000
Ethiopia,1954,7.05,544,34.7,19600000
Fiji,1954,6.82,2720,58.2,325000
Finland,1954,2.93,8100,67.4,4190000
France,1954,2.7,9730,68.4,43000000
Gabon,1954,5.0,3780,41.7,482000
Gambia,1954,5.33,1250,41.4,324000
Georgia,1954,2.9,3040,59.2,3670000
Germany,1954,2.17,10600,68.1,71200000
Ghana,1954,6.5,2000,47.5,5570000
Greece,1954,2.41,4540,68.4,7950000
Grenada,1954,6.22,1700,58.8,79500
Guatemala,1954,7.0,3060,40.9,3520000
Guinea,1954,6.02,776,39.9,3180000
Guinea-Bissau,1954,6.05,833,37.0,568000
Guyana,1954,6.1,3650,59.4,465000
Haiti,1954,6.3,2610,37.7,3450000
Honduras,1954,7.51,2360,46.8,1720000
Hungary,1954,2.61,6940,65.3,9770000
Iceland,1954,4.02,8720,73.3,154000
India,1954,5.9,894,37.6,403000000
Indonesia,1954,5.58,1670,40.6,75500000
Iran,1954,6.91,4300,44.6,18800000
Iraq,1954,6.76,17200,41.5,6360000
Ireland,1954,3.4,7670,68.3,2890000
Israel,1954,4.11,5020,66.2,1610000
Italy,1954,2.29,8210,67.9,48100000
Jamaica,1954,4.52,3620,60.7,1520000
Japan,1954,2.63,4060,65.1,88000000
Jordan,1954,7.28,3680,48.7,644000
Kazakhstan,1954,4.48,6640,57.1,7580000
Kenya,1954,7.57,1580,47.1,6790000
Kiribati,1954,6.32,2320,46.9,35800
Kuwait,1954,7.19,11300,57.1,174000
Kyrgyz Republic,1954,4.63,2790,53.0,1860000
Lao,1954,5.95,850,38.0,1850000
Latvia,1954,1.99,4730,64.5,1980000
Lebanon,1954,5.73,13400,62.4,1480000
Lesotho,1954,5.86,436,48.0,754000
Liberia,1954,6.29,1090,38.8,993000
Libya,1954,7.22,3180,41.5,1210000
Lithuania,1954,2.77,6820,65.8,2610000
Luxembourg,1954,2.06,12200,67.0,303000
Madagascar,1954,7.3,2080,41.1,4440000
Malawi,1954,6.83,517,38.6,3200000
Malaysia,1954,6.31,2770,55.7,6840000
Maldives,1954,6.34,1720,31.2,78000
Mali,1954,6.8,648,32.6,4920000
Malta,1954,4.07,1860,65.8,314000
Mauritania,1954,6.49,1170,42.7,719000
Mauritius,1954,5.82,2820,50.6,554000
Mexico,1954,6.76,4590,52.7,31400000
"Micronesia, Fed. Sts.",1954,7.13,1260,54.0,36800
Moldova,1954,3.51,2950,58.4,2560000
Mongolia,1954,5.71,2080,42.5,839000
Montenegro,1954,4.09,3870,61.8,433000
Morocco,1954,6.7,2410,47.8,10200000
Mozambique,1954,6.87,367,37.5,6390000
Myanmar,1954,5.99,494,34.7,19200000
Namibia,1954,6.03,4380,46.9,556000
Nepal,1954,5.97,858,41.1,9160000
Netherlands,1954,3.03,12400,72.5,10600000
New Zealand,1954,3.46,14400,70.3,2090000
Nicaragua,1954,7.4,4610,45.5,1460000
Niger,1954,7.18,1030,40.6,2880000
Nigeria,1954,6.35,2260,45.3,40400000
North Korea,1954,4.44,740,47.7,9970000
North Macedonia,1954,4.45,2520,58.0,1370000
Norway,1954,2.7,18800,73.0,3400000
Oman,1954,7.25,4100,36.8,486000
Pakistan,1954,6.6,1240,41.9,39800000
Palestine,1954,7.28,1230,51.5,969000
Panama,1954,5.82,2840,60.2,954000
Papua New Guinea,1954,6.24,1000,39.6,2060000
Paraguay,1954,6.51,2410,65.8,1630000
Peru,1954,6.91,4350,40.7,8630000
Philippines,1954,7.17,2450,58.1,21400000
Poland,1954,3.64,5280,63.1,26800000
Portugal,1954,3.1,4140,62.3,8560000
Qatar,1954,6.97,4220,53.6,34100
Romania,1954,3.08,2270,61.5,17200000
Russia,1954,2.96,7300,61.0,110000000
Rwanda,1954,8.06,663,42.3,2450000
Samoa,1954,7.63,3120,55.2,91700
Sao Tome and Principe,1954,6.19,1450,48.9,58300
Saudi Arabia,1954,7.16,14000,50.5,3460000
Senegal,1954,6.76,1900,43.2,2740000
Serbia,1954,2.96,3540,60.3,7150000
Seychelles,1954,4.91,4980,58.7,38500
Sierra Leone,1954,5.92,1040,36.6,2140000
Singapore,1954,6.66,4040,62.4,1240000
Slovak Republic,1954,3.43,6290,66.7,3740000
Slovenia,1954,2.53,4220,65.5,1510000
Solomon Islands,1954,6.4,1010,46.4,99200
Somalia,1954,7.25,1110,40.5,2440000
South Africa,1954,6.26,6560,49.8,14900000
South Korea,1954,5.94,1550,48.6,20900000
South Sudan,1954,6.64,2080,37.5,2580000
Spain,1954,2.59,5120,66.7,28800000
Sri Lanka,1954,5.89,1880,55.3,8590000
St. Lucia,1954,6.45,2120,54.1,85900
St. Vincent and the Grenadines,1954,7.37,2420,52.0,72000
Sudan,1954,6.64,2080,45.6,6370000
Suriname,1954,6.55,5480,57.0,242000
Sweden,1954,2.2,12500,72.3,7220000
Switzerland,1954,2.31,24000,70.2,4900000
Syria,1954,7.27,2560,52.7,3800000
Tajikistan,1954,5.81,2870,52.1,1740000
Tanzania,1954,6.77,1280,46.0,8490000
Thailand,1954,6.14,1250,54.3,23100000
Timor-Leste,1954,6.4,710,34.7,433000
Togo,1954,6.34,1140,39.9,1460000
Tonga,1954,7.29,1440,61.3,54200
Trinidad and Tobago,1954,5.32,4610,59.6,717000
Tunisia,1954,6.73,2090,43.8,3890000
Turkey,1954,6.62,3240,44.0,23700000
Turkmenistan,1954,5.7,5290,51.5,1330000
Uganda,1954,6.91,1010,40.7,5740000
Ukraine,1954,2.85,4830,63.5,39500000
United Arab Emirates,1954,6.99,1240,47.0,76500
United Kingdom,1954,2.26,11900,70.2,50900000
United States,1954,3.49,16500,69.7,169000000
Uruguay,1954,2.76,8130,66.5,2340000
Uzbekistan,1954,5.72,2290,57.5,7070000
Vanuatu,1954,7.54,1360,46.4,53300
Venezuela,1954,6.41,11300,57.0,6480000
Vietnam,1954,5.7,1080,50.7,27400000
Yemen,1954,7.32,1480,27.1,4900000
Zambia,1954,6.77,2320,46.3,2570000
Zimbabwe,1954,6.84,1270,50.6,3110000
Afghanistan,1955,7.52,2580,35.7,8270000
Albania,1955,6.45,2100,57.0,1420000
Algeria,1955,7.41,5260,49.6,9770000
Angola,1955,7.23,3510,37.7,5040000
Antigua and Barbuda,1955,4.53,3920,60.9,49600
Argentina,1955,3.14,9200,63.0,18800000
Armenia,1955,4.49,2440,60.1,1560000
Australia,1955,3.28,14600,70.4,9170000
Austria,1955,2.29,8760,67.8,6950000
Azerbaijan,1955,5.39,4440,56.9,3330000
Bahamas,1955,4.18,13700,60.6,88600
Bahrain,1955,6.94,19600,46.7,134000
Bangladesh,1955,6.5,1050,41.8,42100000
Barbados,1955,4.34,3310,61.9,227000
Belarus,1955,2.7,3320,66.3,7750000
Belgium,1955,2.42,10300,68.6,8890000
Belize,1955,6.6,2240,58.2,79900
Benin,1955,5.99,1210,38.2,2300000
Bhutan,1955,6.67,898,38.8,197000
Bolivia,1955,6.77,3120,44.2,3330000
Bosnia and Herzegovina,1955,4.34,1750,57.5,2940000
Botswana,1955,6.54,843,49.4,463000
Brazil,1955,6.14,3460,53.5,62500000
Brunei,1955,6.54,66900,56.1,63400
Bulgaria,1955,2.39,3730,64.8,7560000
Burkina Faso,1955,6.18,565,35.9,4520000
Burundi,1955,6.8,606,41.0,2540000
Cambodia,1955,6.95,507,43.4,5050000
Cameroon,1955,5.47,1680,43.0,4710000
Canada,1955,3.82,13900,70.0,15700000
Cape Verde,1955,6.66,1510,54.3,197000
Central African Republic,1955,5.65,1450,38.2,1400000
Chad,1955,6.15,1110,42.7,2740000
Chile,1955,5.23,5530,56.3,7320000
China,1955,5.98,892,48.0,612000000
Colombia,1955,6.76,3760,57.0,13800000
Comoros,1955,6.35,802,43.8,176000
"Congo, Dem. Rep.",1955,5.97,2020,44.9,13500000
"Congo, Rep.",1955,5.72,2120,41.6,911000
Costa Rica,1955,6.47,3800,60.3,1110000
Cote d'Ivoire,1955,6.97,2700,38.1,3000000
Croatia,1955,2.56,5140,62.4,4030000
Cuba,1955,3.68,3840,62.5,6540000
Cyprus,1955,3.57,4080,66.7,530000
Czech Republic,1955,2.51,8010,68.8,9360000
Denmark,1955,2.58,13300,71.7,4440000
Djibouti,1955,6.34,3470,48.8,69600
Dominican Republic,1955,7.67,2750,53.2,2780000
Ecuador,1955,6.75,3870,54.1,3960000
Egypt,1955,6.73,2360,43.1,23200000
El Salvador,1955,6.49,3590,49.5,2430000
Equatorial Guinea,1955,5.61,1020,38.7,240000
Eritrea,1955,6.99,880,37.9,900000
Estonia,1955,2.02,5700,65.5,1160000
Eswatini,1955,6.69,1010,44.9,303000
Ethiopia,1955,6.99,563,35.2,19900000
Fiji,1955,6.87,2780,58.8,335000
Finland,1955,2.93,8410,67.2,4240000
France,1955,2.68,10200,68.6,43400000
Gabon,1955,4.97,4130,42.2,484000
Gambia,1955,5.37,1260,41.8,330000
Georgia,1955,2.89,3290,59.5,3710000
Germany,1955,2.2,11700,68.4,71500000
Ghana,1955,6.54,1820,48.1,5730000
Greece,1955,2.41,4840,68.7,8010000
Grenada,1955,6.43,1730,59.3,81100
Guatemala,1955,6.97,3040,41.2,3630000
Guinea,1955,6.03,789,40.3,3230000
Guinea-Bissau,1955,5.97,789,37.2,576000
Guyana,1955,6.21,3550,59.6,483000
Haiti,1955,6.3,2460,38.3,3510000
Honduras,1955,7.51,2340,47.4,1770000
Hungary,1955,2.53,7470,66.8,9830000
Iceland,1955,4.1,9320,73.3,158000
India,1955,5.9,899,38.3,410000000
Indonesia,1955,5.62,1690,41.6,77300000
Iran,1955,6.91,9690,45.3,19300000
Iraq,1955,6.52,16100,42.9,6500000
Ireland,1955,3.44,7930,68.3,2870000
Israel,1955,4.03,5510,66.7,1690000
Italy,1955,2.28,8630,68.2,48300000
Jamaica,1955,4.7,3930,61.6,1540000
Japan,1955,2.46,4360,66.2,89000000
Jordan,1955,7.28,3340,49.5,683000
Kazakhstan,1955,4.52,7080,57.6,7930000
Kenya,1955,7.64,1650,47.7,6990000
Kiribati,1955,6.44,2400,47.4,36600
Kuwait,1955,7.19,12600,58.1,182000
Kyrgyz Republic,1955,4.78,2870,53.5,1900000
Lao,1955,5.95,859,38.2,1890000
Latvia,1955,1.98,5090,65.6,2000000
Lebanon,1955,5.73,14100,62.8,1530000
Lesotho,1955,5.86,443,48.8,767000
Liberia,1955,6.3,1100,39.1,1010000
Libya,1955,7.23,3870,42.0,1250000
Lithuania,1955,2.75,7240,66.4,2630000
Luxembourg,1955,2.12,12700,67.3,305000
Madagascar,1955,7.3,2130,41.7,4540000
Malawi,1955,6.85,516,38.9,3270000
Malaysia,1955,6.33,2710,56.3,7040000
Maldives,1955,6.5,1770,31.5,79700
Mali,1955,6.83,658,32.9,4980000
Malta,1955,4.01,1950,66.0,314000
Mauritania,1955,6.57,1200,43.4,738000
Mauritius,1955,5.83,2820,51.7,571000
Mexico,1955,6.78,4830,53.7,32400000
"Micronesia, Fed. Sts.",1955,7.09,1290,54.4,37900
Moldova,1955,3.5,3140,58.8,2630000
Mongolia,1955,5.86,2140,43.0,855000
Montenegro,1955,4.01,5140,62.3,444000
Morocco,1955,6.76,2430,48.2,10500000
Mozambique,1955,6.89,383,38.1,6510000
Myanmar,1955,5.99,549,35.6,19600000
Namibia,1955,6.05,4420,47.7,568000
Nepal,1955,5.97,866,41.6,9320000
Netherlands,1955,3.03,13200,72.6,10700000
New Zealand,1955,3.49,14400,70.4,2140000
Nicaragua,1955,7.47,4770,46.2,1510000
Niger,1955,7.22,1050,40.7,2960000
Nigeria,1955,6.35,2250,45.9,41100000
North Korea,1955,4.79,770,52.3,10100000
North Macedonia,1955,4.35,3050,58.9,1390000
Norway,1955,2.79,19000,73.2,3430000
Oman,1955,7.25,4270,37.7,496000
Pakistan,1955,6.6,1240,43.1,40500000
Palestine,1955,7.28,1210,51.9,988000
Panama,1955,5.85,2930,60.8,981000
Papua New Guinea,1955,6.25,1020,40.2,2090000
Paraguay,1955,6.51,2460,66.0,1670000
Peru,1955,6.92,4560,41.1,8860000
Philippines,1955,7.19,2540,58.5,22200000
Poland,1955,3.6,5430,64.0,27300000
Portugal,1955,3.1,4280,61.5,8630000
Qatar,1955,6.97,5350,54.3,35900
Romania,1955,2.98,2760,62.0,17500000
Russia,1955,2.8,7750,63.4,111000000
Rwanda,1955,8.09,669,42.6,2530000
Samoa,1955,7.63,3150,55.9,94200
Sao Tome and Principe,1955,6.18,1310,49.5,58800
Saudi Arabia,1955,7.16,14000,51.2,3560000
Senegal,1955,6.8,1930,43.8,2810000
Serbia,1955,2.82,4090,60.8,7230000
Seychelles,1955,4.91,4960,59.0,39000
Sierra Leone,1955,5.94,1060,36.9,2170000
Singapore,1955,6.62,3710,63.3,1310000
Slovak Republic,1955,3.38,6760,67.8,3820000
Slovenia,1955,2.47,4570,66.0,1530000
Solomon Islands,1955,6.4,1020,46.9,102000
Somalia,1955,7.25,1130,41.0,2490000
South Africa,1955,6.25,6720,50.5,15200000
South Korea,1955,6.16,1610,50.2,21500000
South Sudan,1955,6.63,2130,38.3,2620000
Spain,1955,2.62,5260,66.4,29000000
Sri Lanka,1955,5.9,1940,56.0,8780000
St. Lucia,1955,6.65,2170,54.6,86500
St. Vincent and the Grenadines,1955,7.38,2500,52.8,73600
Sudan,1955,6.63,2120,46.1,6550000
Suriname,1955,6.56,5570,57.5,249000
Sweden,1955,2.27,12800,72.5,7260000
Switzerland,1955,2.33,25400,70.3,4960000
Syria,1955,7.3,2250,53.3,3910000
Tajikistan,1955,5.92,3070,52.5,1790000
Tanzania,1955,6.78,1270,46.5,8730000
Thailand,1955,6.14,1320,54.8,23700000
Timor-Leste,1955,6.38,711,35.3,439000
Togo,1955,6.36,1160,40.7,1470000
Tonga,1955,7.29,1460,61.7,55300
Trinidad and Tobago,1955,5.33,5080,60.2,740000
Tunisia,1955,6.77,1950,44.2,3940000
Turkey,1955,6.59,3420,44.6,24300000
Turkmenistan,1955,5.82,5620,51.9,1360000
Uganda,1955,6.92,1040,41.2,5890000
Ukraine,1955,2.83,5200,65.3,40000000
United Arab Emirates,1955,6.99,1240,48.2,79600
United Kingdom,1955,2.33,12300,70.2,51100000
United States,1955,3.54,17400,69.7,172000000
Uruguay,1955,2.78,8040,66.7,2370000
Uzbekistan,1955,5.8,2480,57.9,7280000
Vanuatu,1955,7.49,1380,47.1,54900
Venezuela,1955,6.42,11800,57.6,6740000
Vietnam,1955,5.86,1110,51.4,28100000
Yemen,1955,7.33,1490,28.1,4970000
Zambia,1955,6.81,2210,46.8,2640000
Zimbabwe,1955,6.88,1330,51.1,3210000
Afghanistan,1956,7.51,2640,36.4,8400000
Albania,1956,6.5,2120,57.9,1460000
Algeria,1956,7.41,5730,50.2,10000000
Angola,1956,7.27,3400,38.3,5140000
Antigua and Barbuda,1956,4.53,4010,61.4,50500
Argentina,1956,3.14,9280,63.4,19100000
Armenia,1956,4.51,2640,60.5,1620000
Australia,1956,3.33,14700,70.3,9370000
Austria,1956,2.49,9360,67.9,6970000
Azerbaijan,1956,5.48,4800,57.3,3430000
Bahamas,1956,4.25,14300,61.0,91900
Bahrain,1956,6.95,20300,47.9,139000
Bangladesh,1956,6.56,1140,42.1,43100000
Barbados,1956,4.33,3510,62.4,228000
Belarus,1956,2.73,3580,66.6,7810000
Belgium,1956,2.46,10500,68.9,8940000
Belize,1956,6.58,2280,58.7,82100
Benin,1956,6.05,1180,38.7,2320000
Bhutan,1956,6.67,908,39.3,202000
Bolivia,1956,6.77,2870,44.6,3390000
Bosnia and Herzegovina,1956,4.19,1500,58.4,2990000
Botswana,1956,6.55,855,49.8,471000
Brazil,1956,6.16,3460,54.0,64400000
Brunei,1956,6.47,68400,56.6,66800
Bulgaria,1956,2.35,3700,65.2,7630000
Burkina Faso,1956,6.21,580,36.5,4570000
Burundi,1956,6.82,618,41.3,2580000
Cambodia,1956,6.95,560,43.6,5180000
Cameroon,1956,5.49,1720,43.5,4790000
Canada,1956,3.87,14600,70.0,16100000
Cape Verde,1956,6.71,1530,54.5,197000
Central African Republic,1956,5.69,1480,38.7,1420000
Chad,1956,6.17,1130,43.1,2790000
Chile,1956,5.25,5480,56.6,7480000
China,1956,5.61,949,50.4,621000000
Colombia,1956,6.77,3790,57.9,14200000
Comoros,1956,6.46,815,44.2,179000
"Congo, Dem. Rep.",1956,5.97,2120,45.3,13800000
"Congo, Rep.",1956,5.74,2160,42.3,930000
Costa Rica,1956,6.51,3560,60.9,1150000
Cote d'Ivoire,1956,7.04,2740,38.9,3090000
Croatia,1956,2.5,4890,62.9,4060000
Cuba,1956,3.67,3990,63.1,6650000
Cyprus,1956,3.55,4480,67.1,540000
Czech Republic,1956,2.46,8320,69.2,9420000
Denmark,1956,2.59,13400,71.9,4470000
Djibouti,1956,6.35,3510,49.4,71500
Dominican Republic,1956,7.68,2930,54.1,2880000
Ecuador,1956,6.75,3910,54.8,4070000
Egypt,1956,6.74,2410,44.1,23900000
El Salvador,1956,6.55,3760,50.5,2490000
Equatorial Guinea,1956,5.61,1050,39.0,242000
Eritrea,1956,6.98,893,38.1,919000
Estonia,1956,2.01,6110,67.1,1170000
Eswatini,1956,6.69,1030,45.3,309000
Ethiopia,1956,6.95,571,35.8,20300000
Fiji,1956,6.87,2840,59.4,346000
Finland,1956,2.91,8570,67.8,4280000
France,1956,2.69,10600,68.7,43800000
Gabon,1956,4.95,4520,42.6,487000
Gambia,1956,5.4,1270,42.2,336000
Georgia,1956,2.9,3590,59.9,3760000
Germany,1956,2.23,12500,68.7,71900000
Ghana,1956,6.58,2170,48.8,5900000
Greece,1956,2.4,5210,69.1,8070000
Grenada,1956,6.59,1760,59.9,82900
Guatemala,1956,6.95,3210,41.6,3740000
Guinea,1956,6.05,807,40.7,3280000
Guinea-Bissau,1956,5.93,884,37.5,584000
Guyana,1956,6.29,3460,59.8,500000
Haiti,1956,6.3,2630,38.9,3580000
Honduras,1956,7.51,2460,48.1,1820000
Hungary,1956,2.44,7070,65.9,9880000
Iceland,1956,4.15,9520,72.9,161000
India,1956,5.9,933,39.0,417000000
Indonesia,1956,5.65,1690,42.5,79200000
Iran,1956,6.91,10600,46.0,19800000
Iraq,1956,6.34,16700,44.4,6650000
Ireland,1956,3.5,7880,69.2,2850000
Israel,1956,3.96,5740,67.1,1770000
Italy,1956,2.28,8970,67.6,48600000
Jamaica,1956,4.87,4260,62.4,1560000
Japan,1956,2.32,4640,66.1,90000000
Jordan,1956,7.31,4400,50.4,728000
Kazakhstan,1956,4.55,7630,58.1,8310000
Kenya,1956,7.7,1690,48.3,7200000
Kiribati,1956,6.54,2480,47.9,37400
